fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.762454382154993,0.3223301675160683,0.3888020490434766,1.9812271910774963,0.06585756057315675,3.766983248393172,14.022644331190897,0.9961022644331191,3.209547113376182,1.0539810050964098,10.434623840756132,8
8.89237707204728,0.3761434391929079,0.4521301278100472,2.165471340059101,0.07238565608070921,6.0,13.827356700295505,0.9956131844616734,3.27690573198818,0.7740584082135932,11.7,8
9.910137893115968,0.31133639762479925,0.4976498130636041,4.840551572463866,0.07603226083132025,5.4331801187600375,14.73272047504015,0.997080183857488,3.1953455904991968,0.8633180118760038,12.210137893115967,8
9.555224101604692,0.38827112401957,0.41586443799021505,5.189739165107624,0.07393096987299413,5.930969872994136,14.24129316399218,0.9959708027222602,3.2206903012700585,0.7889676709001954,12.755161645499022,8
8.152085616363248,0.49966630138188045,0.37697255706660965,2.5504171232726494,0.07667222831030199,7.663885844849004,17.0,0.9930306311641808,3.191597146121225,0.7536114155150997,12.864720091394302,8
8.158305381132063,0.49571907752021793,0.3584503843665759,2.2416946188679376,0.07304793850134786,7.261984625336965,15.154961563342413,0.9933869116014016,3.2553511530997277,0.7089297693800545,12.583389237735876,8
8.578742560405173,0.4236441325019702,0.3884816114575124,1.8212574395948264,0.06824294216679802,6.060735541699504,12.151838854248759,0.9950746665639122,3.3454448343725374,0.6909110331254925,11.742514879189653,8
9.16380584384825,0.37873138538391643,0.5127611687696502,2.012686146160836,0.07291417531544751,6.787313853839164,16.212686146160834,0.9949985813401663,3.19723883123035,0.7389178136169922,12.32985108307133,8
10.042140070634703,0.3142697793474378,0.48151621358909186,5.368560282538813,0.07500557722839675,5.286511032628107,14.14604413051243,0.9972561867608463,3.2070791173897515,0.8486511032628107,12.342140070634702,8
9.71709300803334,0.3070465112896298,0.5212441879070363,4.068372032133359,0.07753372104862957,5.647674435518511,15.590697742074045,0.9968227906773778,3.178186045158519,0.8847674435518511,12.017093008033338,8
8.445354276671383,0.31301789622720844,0.4601961289247355,2.3226771383356914,0.07175533238943467,4.698210377279159,15.264280503038878,0.9962264280503038,3.1847143899392223,0.9981073773632505,10.962319213791522,8
9.076014823361714,0.3044179796814312,0.526128822442361,2.6380074116808565,0.07720194620176025,5.558202031856882,16.410936042475843,0.9963410936042475,3.161781279150483,0.9465078780885872,11.449647818052233,8
8.052403849304998,0.513873625833429,0.3508859892360713,2.3475961506950025,0.0742582417222286,7.564560430557149,15.911401076392874,0.9929617925950672,3.232657967708214,0.7134684064583572,12.795192301390005,8
9.148954678663136,0.3836817737789544,0.5097909357326273,1.963182262210456,0.0724686403598941,6.836817737789544,16.163182262210455,0.9949104644267346,3.2002090642673724,0.7275319203084049,12.369454190231634,8
7.29053685802586,0.32876540648146557,0.33946521697543086,1.74526842901293,0.06178190922840515,3.1234593518534455,13.164612469137927,0.9960164612469138,3.2267077506172415,1.0925924388887933,10.069960299383618,8
7.502559915600971,0.3411469442589832,0.35707115034324477,1.7159242060842617,0.06259242060842617,3.636968243370465,13.47772618252785,0.9957802459560372,3.2268151587831477,1.0347107550545274,10.398105152106542,8
9.18379952806431,0.3720668239785634,0.516759905612862,2.0793317602143664,0.0735139858419293,6.720668239785634,16.279331760214365,0.9951172105331815,3.193240094387138,0.7542463048493042,12.276534591828506,8
8.345184019378085,0.46877055689950653,0.40529365617545243,2.589036803875617,0.07718715738500823,7.406421307495887,17.0,0.9935519968523208,3.185160532687397,0.7793578692504113,12.684494915247122,8
9.399186553995602,0.3800542297336265,0.48753389358351656,2.9468817903164766,0.07149864425665933,6.501355743340662,15.252033615010994,0.9953629799424224,3.2149864425665933,0.7224118766828569,12.524932212832967,8
9.270775247865181,0.30176215571092935,0.5464901395495417,2.7353876239325903,0.07888396804974475,5.823784428907065,16.76504590520942,0.9963765045905209,3.1546990818958114,0.9305729342655762,11.600144509714003,8
9.177318706567261,0.33562900694923825,0.5273400769631983,2.755463741313452,0.0794061832175127,6.296908391243653,17.0,0.9957987605077315,3.157422709781091,0.8903091608756348,11.907835873870557,8
8.884096432204512,0.4086361427118195,0.4525012150849926,1.8,0.06970457859322707,6.568192864409023,14.272771457636095,0.9948531758532191,3.2704529989827367,0.69,12.15455429152722,8
9.12504664861689,0.3916511171277034,0.505009329723378,1.883488828722966,0.07175139945850668,6.916511171277034,16.083488828722967,0.9947686101151269,3.204990670276622,0.7092024306062822,12.433208937021627,8
9.398874850732934,0.30037504975568874,0.5597749701465868,2.7962495024431124,0.07996624552198801,6.003750497556887,16.996249502443113,0.9963933241143487,3.1502250298534133,0.9191373855619159,11.703000398045509,8
8.738050768412482,0.40591187705400295,0.46291411270049737,2.6676101536824963,0.07823480204909995,6.8825989754500245,17.0,0.9946127370747136,3.1720649743862506,0.8317401024549975,12.317819282815016,8
8.470736531741018,0.44868215492143737,0.4237080246553492,2.6141473063482032,0.07752196408464271,7.239017957678644,17.0,0.9938909886357007,3.1809754489419664,0.7960982042321355,12.567312570375051,8
8.671104725986135,0.4171558109605546,0.40564303971694965,1.8,0.06842662835591681,6.14220945197227,12.568837807889077,0.995083206895935,3.3300906767238825,0.69,11.813767561577816,8
8.872005875100555,0.3844790599839111,0.4825608616814149,2.694401175020111,0.07859201566693481,6.703992166532593,17.0,0.9949744158627715,3.1675998041633147,0.8496007833467408,12.192794516572814,8
9.381318925097451,0.3062270249675163,0.5562637850194903,2.737729750324837,0.07943956775292353,6.062270249675163,16.937729750324838,0.9962891589555781,3.1537362149805097,0.9056778425747125,11.74981619974013,8
9.432613865397299,0.3778257423068468,0.48614108894177926,3.0750198173563104,0.07155435644232883,6.445643557671169,15.168465336506754,0.99544599109907,3.2155435644232884,0.7260331687513739,12.527717822116442,8
8.658732897226356,0.31010818776509513,0.4825038938009372,2.4293664486131776,0.07359814774877307,4.989181223490485,15.652241631320647,0.996265224163132,3.176955167373587,0.9806491265905709,11.127202693311274,8
7.803098700968081,0.5109296102904244,0.33861569572811545,2.3892556582492355,0.07392354359217317,7.307847864057723,16.446278291246177,0.9928552710592379,3.204152912815654,0.7726035623316131,12.670865675715788,8
7.892170592571585,0.5376511777714752,0.3398881513224512,2.491052105796096,0.0758322269836768,7.9440756612256,16.95526052898048,0.9923908247673052,3.2003355460326466,0.7242502497468544,13.065326909959872,8
9.271972257863128,0.34267591404562425,0.5343944515726254,2.3732408595437575,0.07615916773589382,6.426759140456243,16.57324085954376,0.9956403687299878,3.1756055484273746,0.8218453976950643,12.041407312364994,8
8.45435981692891,0.45130242929137443,0.42130610648290684,2.6108719633857818,0.07747829284514376,7.26085357742812,17.0,0.993846771505708,3.181521339435703,0.793914642257188,12.582597504199683,8
9.645031173082604,0.30544513717961336,0.5300517455121264,3.7801246923304097,0.07809420198713532,5.727743141019331,15.910972564077323,0.9967267082307768,3.1717805487184534,0.8927743141019331,11.9450311730826,8
8.908088836702852,0.4076764465318859,0.4577795440746275,1.8,0.06984853302021711,6.616177673405705,14.464710693622818,0.9948272640563609,3.2637351257232012,0.69,12.192942138724563,8
7.310926387018338,0.36327791610550125,0.33158466267169057,1.826773013735243,0.0633769940075358,3.792331335845268,13.633865068676215,0.995421598124833,3.2252460119849284,1.0397828184757598,10.491245428224065,8
9.202993175216733,0.3315210919653227,0.5311056656984542,2.7605986350433467,0.07947464846724463,6.262675766377689,17.0,0.9958680815730852,3.1565668941594422,0.8937324233622311,11.883873036464381,8
9.716035060328561,0.3070230013406347,0.5213734926265092,4.064140241314244,0.07754194953077785,5.6488499329682655,15.595399731873062,0.9968213800804381,3.1780920053625388,0.8848849932968266,12.01603506032856,8
9.737297775243578,0.30749550611652393,0.5187747163591184,4.149191100974306,0.07737657285921662,5.625224694173804,15.500898776695214,0.9968497303669914,3.1799820244660957,0.8825224694173803,12.037297775243577,8
10.164868952328217,0.32900873651145235,0.4556304603196577,5.881997650591491,0.07277478158721369,5.225218412786308,13.337827619179462,0.9972644245649485,3.227747815872137,0.8053608031688899,12.588739079360684,8
8.682499495140332,0.414800080777547,0.45476659262058194,2.6564998990280664,0.07808666532037421,6.956667339812892,17.0,0.9944627486368789,3.1739166834953223,0.8243332660187108,12.369667137869023,8
9.08266137069892,0.3476007943951619,0.4925655412735207,2.4033267133736507,0.07523992056048381,6.0,15.016633566868254,0.9959081251245833,3.22933465732527,0.8287651440759397,11.7,8
8.604914793783822,0.41926278093242664,0.3910443936790623,1.8061434922297783,0.06807372190675734,6.0,12.03071746114889,0.995167617930365,3.3487713015540446,0.6914130032128489,11.7,8
8.261453252128227,0.4978304539183736,0.38819376695043023,2.2891522695918676,0.07449394478279905,7.698788956559811,16.69878895655981,0.9930337490686092,3.203012110434402,0.7109636686967943,12.919273373935887,8
7.995772653106504,0.5246763755029595,0.35404665578895383,2.5191545306213006,0.07625539374161734,7.872303129191328,17.0,0.9926085861633875,3.1968075782297833,0.7327696870808671,13.01061219043393,8
8.408598770271125,0.4806634768017022,0.4078131693694833,2.2033173840085105,0.07388083845720364,7.576167691440729,16.57616769144073,0.9933120993404295,3.2042383230855926,0.7072850307432218,12.845700614864437,8
8.257830636553068,0.4827470981515091,0.39248182669445003,2.5715661273106134,0.07695421503080818,7.522892484595909,17.0,0.9933161427186933,3.188072312114898,0.7677107515404091,12.766024739217135,8
8.608568142470666,0.31079225260267274,0.47725939671284234,2.404284071235333,0.07316490668497393,4.9207747397327255,15.561032986310302,0.996256103298631,3.178779340273794,0.9847535156160365,11.088439019181877,8
9.735818153232017,0.37171666928706515,0.42414166535646747,5.483204499002028,0.07370522730845998,5.705227308459979,13.940303077946638,0.996365852210195,3.2229477269154003,0.7964924230513339,12.71753788474333,8
9.318174121056398,0.32727529298120095,0.5436348242112794,2.52724707018799,0.07754522363169192,6.27275292981201,16.72724707018799,0.9959144997849346,3.1663651757887203,0.8572668261432378,11.918202343849607,8
9.255886424689635,0.3480378584367885,0.5311772849379269,2.319621415632115,0.07567659274068904,6.480378584367885,16.519621415632116,0.9955449261198251,3.178822715062073,0.8095129255953865,12.084302867494308,8
9.911551429752778,0.3113678095500617,0.49747704747466054,4.84620571901111,0.0760212666574784,5.431609522496914,14.726438089987656,0.9970820685730037,3.195471238200247,0.8631609522496914,12.211551429752777,8
8.86911342589055,0.3796329861164176,0.4471866030017418,2.136391782363187,0.07203670138835824,6.0,13.681958911815933,0.9955771258101304,3.2827216435273625,0.7673701099435329,11.7,8
9.0807779082828,0.3478833137575801,0.4921653055100949,2.400972385353499,0.075211668624242,6.0,15.004861926767497,0.9959052057578384,3.2298055229293,0.8282236486313048,11.7,8
8.530516019925672,0.4664397976753383,0.4240688026567563,2.1321989883766914,0.07337284991697636,7.4745699833952735,16.474569983395273,0.9935427261376927,3.205254300166047,0.7042370995018582,12.784741990037164,8
7.252914440143939,0.3458743320431815,0.33075592057348485,1.7604736458787866,0.06213388086022725,3.377960286742417,13.302368229393934,0.995724088990678,3.2277322382795455,1.0712750182075763,10.234335377780297,8
8.496011711070619,0.44463812622870114,0.42741505095702403,2.6192023422141237,0.07758936456285498,7.205317718572509,17.0,0.9939592316198906,3.180132942964313,0.7994682281427491,12.543722403000755,8
8.635853298416087,0.41462200523758685,0.3976188259134187,1.8448166230201095,0.06853779947624132,6.0,12.224083115100548,0.995215572612545,3.341036675395978,0.7003078232946252,11.7,8
8.052475034930747,0.5156039944110805,0.3623630051231763,2.5304950069861496,0.07640660009314866,7.79669995342567,17.0,0.992761682594313,3.194917498835642,0.7403300046574329,12.957689967397968,8
8.424022493193585,0.4788640424607486,0.4098696657591445,2.194320212303743,0.07381657294502673,7.563314589005347,16.563314589005348,0.9933412758829578,3.2043668541099466,0.7068994376701604,12.837988753403208,8
9.373027452377862,0.3089908492073795,0.5546054904755723,2.7100915079262045,0.07919082357133585,6.089908492073795,16.910091507926204,0.9962399628841085,3.155394509524428,0.8993210468230272,11.771926793659036,8
8.743572563093554,0.4142570974762578,0.4215859638805821,1.8,0.06886143537856133,6.28714512618711,13.14858050474844,0.9950049416318589,3.3097996823338045,0.69,11.929716100949687,8
8.373742825997219,0.48473000363365776,0.40316571013296265,2.2236500181682883,0.07402607155834491,7.605214311668984,16.605214311668984,0.9932461635125114,3.2039478568833104,0.7081564293500695,12.86312858700139,8
9.839801940736486,0.30977337646081077,0.5062464294655408,4.559207762945939,0.07657931823871623,5.5113311769594615,15.045324707837846,0.9969864025876486,3.189093505843243,0.8711331176959461,12.139801940736485,8
9.019664158949917,0.4032134336420033,0.48232611496898187,1.8,0.0705179849536995,6.839328317899835,15.357313271599342,0.994706762708334,3.2324940354940233,0.69,12.371462654319869,8
8.166881433602434,0.5155358685864437,0.3522320657067782,2.9336823296039536,0.07566639820799696,7.666398207996959,16.55519761066261,0.9929338031360053,3.2033360179200305,0.7311200597334346,13.044399701332827,8
8.43245820786339,0.45480668674185765,0.4180938704866305,2.6064916415726778,0.07741988855430237,7.290055722848814,17.0,0.9937876371612311,3.1822513930712204,0.7909944277151186,12.60303900599417,8
10.148470621291727,0.31663268047314946,0.46852025739767794,5.793882485166905,0.07417856183439768,5.1683659763425265,13.673463905370106,0.9973979608283889,3.216530721892598,0.8368365976342527,12.448470621291726,8
9.89296929528103,0.34713538031459795,0.4669596126966237,4.83971563191062,0.07232161549213505,5.678384507864948,14.017576761797422,0.9965892070832812,3.2232161549213503,0.7759050069887783,12.566080774606752,8
10.047193230284508,0.31438207178410016,0.48089860518744915,5.388772921138029,0.07496627487556494,5.280896410794992,14.123585643179968,0.997262924307046,3.207528287136401,0.8480896410794991,12.347193230284507,8
8.241689620756162,0.48532966067901406,0.3901144777109038,2.5683379241512325,0.07691117232201643,7.544413838991783,17.0,0.9932725619760416,3.1886103459747948,0.7655586161008217,12.781089687294248,8
8.13664320899519,0.5021370865607696,0.37470767065262794,2.547328641799038,0.0766310485573205,7.684475721339746,17.0,0.992988936664287,3.192111893033494,0.7515524278660254,12.879133004937822,8
9.12658380867336,0.39113873044221364,0.5053167617346719,1.8886126955778637,0.07179751426020077,6.911387304422136,16.088612695577865,0.9947777305981286,3.204683238265328,0.7103809199829086,12.42910984353771,8
8.263533805996758,0.4818345910405187,0.39331829154619125,2.5727067611993517,0.07696942348265802,7.515288258670989,17.0,0.9933315412761912,3.187882206466775,0.7684711741329011,12.760701781069692,8
8.281697513713022,0.3152495793584588,0.44308655825181587,2.2408487568565105,0.07034193307297609,4.4750420641541195,14.966722752205492,0.9961966722752206,3.1906655449558903,1.011497476150753,10.835857169687333,8
9.336026619005548,0.32132446033148415,0.5472053238011095,2.586755396685158,0.07808079857016642,6.213244603314842,16.78675539668516,0.9960204246060995,3.1627946761988905,0.8709537412375864,11.870595682651873,8
9.24331884183041,0.3522270527231968,0.528663768366082,2.2777294727680317,0.07529956525491228,6.522270527231968,16.477729472768033,0.9954703584615271,3.181336231633918,0.7998777787366473,12.117816421785575,8
10.267579820294234,0.3221613453137178,0.45135084082107363,6.275722644461227,0.07294596636715706,5.054033632842945,13.081050449264417,0.9975194898870641,3.2294596636715704,0.8164878138652085,12.597298318357852,8
9.36808007049771,0.3047879894253437,0.5532170149807631,2.760100088122136,0.07952120105746563,6.0,16.80050044061068,0.9963505241092714,3.1579799823755725,0.9108230202680913,11.7,8
9.050601375920355,0.43452820720730084,0.3927358963963496,4.3697272358705765,0.07456174828009955,6.561748280099557,15.082331040132742,0.9948669405098258,3.2143825171990046,0.7679417239966814,12.860291380016593,8
8.805926882530661,0.4117629246987735,0.43530391415674574,1.8,0.06923556129518398,6.411853765061324,13.647415060245299,0.9949375989668668,3.2923404728914147,0.69,12.02948301204906,8
8.700340580290618,0.4049489129564071,0.4113223733117566,1.9254257253632738,0.06950510870435929,6.0,12.627128626816368,0.9953155278994505,3.3249148549273455,0.7188479168335529,11.7,8
9.147267109210844,0.3842442969297183,0.509453421842169,1.9575570307028174,0.07241801327632535,6.842442969297183,16.15755703070282,0.994900451514651,3.200546578157831,0.726238117061648,12.373954375437746,8
7.310557127563474,0.33407315733128584,0.33989195351883705,1.7058187961875513,0.06158187961875512,3.232751847502049,13.174563885626537,0.9959197006126118,3.2288362407624898,1.0761429356310401,10.145469904688781,8
8.38320456057125,0.4626872703086,0.41087000221711667,2.5966409121142497,0.07728854549485667,7.355727252571667,17.0,0.9936546523135423,3.183893181314292,0.7844272747428334,12.649009076800166,8
8.790268423507088,0.3083145214976306,0.496255335184832,2.495134211753544,0.07473413638483395,5.168547850236939,15.891397133649251,0.9962891397133649,3.172172057327015,0.9698871289857838,11.228843781800931,8
10.247884604046195,0.32347435973025374,0.45217147483140857,6.200224315510413,0.07291314100674365,5.086858993256342,13.130288489884514,0.9974705801000481,3.2291314100674366,0.8143541654383377,12.595657050337183,8
8.083812182712673,0.5185552453501883,0.36450829102835636,2.392776226750941,0.07523411590536386,7.846823181072773,16.84682318107277,0.9926977113789648,3.2015317681892723,0.7154046954321831,13.008093908643664,8
8.443464235393652,0.4901824450889154,0.36490877745554234,3.383129382514682,0.07532066970575793,7.320669705757937,16.094226274343917,0.9935388280149235,3.2067933029424207,0.742644343141402,12.986778284292988,8
8.320018318686088,0.4909978628199564,0.3960024424914784,2.254989314099782,0.0742499236721413,7.64998473442826,16.64998473442826,0.9931445346528478,3.2035001526557174,0.7094995420328477,12.889990840656957,8
8.927789592910303,0.39365540605459015,0.4845917004182903,1.7909362943637002,0.07009362943637001,6.637451774548007,15.728088830911005,0.9947450791377809,3.21181274112726,0.7271611931088292,12.273407359092504,8
9.126837704612816,0.39105409846239475,0.5053675409225632,1.8894590153760529,0.07180513113838446,6.910540984623947,16.089459015376054,0.9947792370473694,3.2046324590774367,0.7105755735364921,12.428432787699158,8
9.0431749999904,0.40227300000038396,0.48749849999788825,1.8,0.07065904999994241,6.886349999980802,15.545399999923209,0.9946813710000103,3.2259110000026876,0.69,12.409079999984641,8
9.162622157249453,0.33560667641258213,0.5095572084155087,2.5032776965618155,0.07643933235874179,6.0,15.516388482809079,0.9960320643437366,3.2093444606876367,0.8517538702092177,11.7,8
9.058762860431774,0.35118557093523395,0.487487107841752,2.3734535755397173,0.07488144290647661,6.0,14.867267877698586,0.9958710824336693,3.2353092848920566,0.821894322374135,11.7,8
7.355057811183699,0.3765173433551098,0.33221511158833855,1.8772089270670846,0.06432266738250783,4.107555794169279,13.886044635335423,0.9951914842702564,3.2233546652349845,1.0158257596431348,10.686684592384953,8
7.688550617903191,0.4765651853709574,0.3369792945414742,2.2583435633179327,0.07146894181221124,6.489647270737079,15.791717816589664,0.9934525574923619,3.2090621163755775,0.834786807423982,12.163581307856989,8
9.193893806613369,0.3937404128924421,0.4960877580577763,2.1599262586845813,0.07115648967768894,6.843510322311052,15.765265483466578,0.9948531696197565,3.2115648967768893,0.7001718290497816,12.507824483884447,8
8.130663971545149,0.36428762000429493,0.41326993429614484,1.74898231429185,0.06589823142918498,4.959292571673997,14.469469428755497,0.9953240440627724,3.22020353714163,0.8991725114034155,11.224557857296247,8
8.471797883507001,0.4732902469241831,0.41623971780093366,2.1664512346209155,0.07361750881872083,7.523501763744164,16.523501763744164,0.9934316509963007,3.2047649823625584,0.7057050529123249,12.814101058246498,8
9.761581456550774,0.30803514347890604,0.5158067108660167,4.246325826203092,0.07718769978238288,5.598242826054697,15.392971304218786,0.9968821086087344,3.1821405739156243,0.8798242826054696,12.061581456550773,8
8.413318372436013,0.31345474946678165,0.45684692075467404,2.306659186218006,0.0714786586710383,4.654525053321835,15.206033404429114,0.9962206033404429,3.185879331911418,1.00072849680069,10.937564196882374,8
7.650648211211765,0.32385479711983955,0.37711322208123,1.9253241056058825,0.0648919618241016,3.6145202880160436,13.81936038402139,0.9960819360384021,3.213612792319572,1.0631287827190374,10.348228163209091,8
8.860046535580882,0.40959813857676475,0.4472102378277939,1.8,0.06956027921348529,6.520093071161763,14.080372284647051,0.9948791497415727,3.277186970037353,0.69,12.11607445692941,8
7.269642374147777,0.3325657716791286,0.33623115979216944,1.7036653881130408,0.061366538811304085,3.1466155245216343,13.109961643391227,0.99594941764404,3.2292669223773918,1.0849719087365326,10.09163470282602,8
9.858124958272372,0.3494583361151753,0.46841146007198453,4.7061456733774225,0.07226354159712062,5.736458402879382,14.104687604319073,0.9965026769797097,3.2226354159712063,0.7721302038128401,12.56317707985603,8
8.586840103277764,0.4301055834755578,0.4407365484807388,2.6373680206555528,0.0778315736087407,7.084213195629648,17.0,0.9942044682788499,3.1771053298907415,0.8115786804370352,12.458949236940754,8
7.2578133700329035,0.3473440110098711,0.33082590528618433,1.7660724228947469,0.062238857929276505,3.4129526430921686,13.330362114473735,0.9956985445705427,3.227522284141447,1.0686155991249953,10.256030638717144,8
8.89420743497005,0.3924181686567914,0.48158698102363623,1.7891688123668448,0.06991688123668448,6.566752494673793,15.675064371005345,0.9947694703893375,3.212166237526631,0.7344078692959362,12.22922030917112,8
9.10912393304154,0.343631410043769,0.4981888357713273,2.4364049163019246,0.0756368589956231,6.0,15.182024581509625,0.9959491420962143,3.222719016739615,0.8363731307494428,11.7,8
9.986407714215929,0.3130312825381317,0.4883279460402755,5.145630856863712,0.07543905111165389,5.348435873093413,14.393743492373654,0.9971818769522879,3.202125130152527,0.8548435873093413,12.286407714215928,8
7.209032274259203,0.33270968227776065,0.33012903248941716,1.7103225991533737,0.06119354873412576,3.064516244708587,13.05161299576687,0.9959529031413628,3.2296129025317484,1.0950967654021475,10.040000071719323,8
8.31048420323246,0.49211017628954634,0.3947312270976614,2.2605508814477315,0.07428964915319808,7.657929830639617,16.657929830639617,0.9931264992844481,3.203420701693604,0.7097378949191885,12.89475789838377,8
7.9651224365481506,0.5288361537346029,0.34465160261058214,2.4348775634518502,0.07525574358230686,7.813935895576714,16.534839738941788,0.9926114200667147,3.2139548078317466,0.7172090384336507,12.9697551269037,8
7.968355354320399,0.31952242698654004,0.41032805976985987,2.0841776771601994,0.06763579624185799,4.047757301345998,14.397009735127998,0.9961397009735128,3.20205980529744,1.0371345619192402,10.5937291374294,8
9.978818896583821,0.34141207356107867,0.4633825459756742,5.168805770237978,0.07246469816097303,5.535301839026967,13.80295275854045,0.9968024002598498,3.2246469816097303,0.7852053804632472,12.57323490804865,8
8.39518637822727,0.494607915329167,0.3626960423354165,3.3046778646193133,0.0753810170272159,7.381017027215913,16.174689369621216,0.9934332202023721,3.206189829727841,0.7406327657594696,12.996836171202652,8
8.97784656898878,0.41425123361797583,0.4837128758651705,1.8712561680898792,0.07150897262921342,7.101794525842685,16.101794525842685,0.994388926426337,3.2089820547415733,0.6930538357752805,12.56107671550561,8
8.829573995089572,0.3912681607856687,0.4763375192798038,2.685914799017914,0.07847886398690553,6.760568006547238,17.0,0.9948598497867418,3.169014200163681,0.8439431993452762,12.232397604583067,8
9.71544021148494,0.3735846472805472,0.4232076763597264,5.450090343663027,0.07373069973564382,5.730699735643825,13.974266314191768,0.9963212754626233,3.222693002643562,0.7956433421452058,12.72178328927397,8
9.543906758531307,0.3704062160979129,0.48150388506119557,3.5016425743700097,0.07173984459755217,6.260155402447822,14.890233103671733,0.9957223684503528,3.2173984459755216,0.7380898988408915,12.536992229877608,8
8.252942530450289,0.5076469347087236,0.35617653264563826,3.07353161198172,0.07555882183693714,7.558821836937138,16.41176244924952,0.99312206178536,3.2044117816306286,0.734705938768762,13.02647030615619,8
9.129478796691432,0.39017373443618947,0.5058957593382863,1.8982626556381055,0.07188436390074295,6.901737344361894,16.098262655638106,0.9947949075270358,3.2041042406617137,0.7126004107967642,12.421389875489515,8
7.885996830876504,0.5357990492629513,0.33979995472680724,2.483996378144576,0.0756999320902108,7.8999773634036,16.91998189072288,0.9924230165247153,3.2006001358195784,0.7276017203813263,13.037985965310233,8
8.950610776699458,0.44369401213588305,0.3881529939320585,4.207242512136619,0.07468673652912568,6.686736529125678,15.248982038834237,0.99464821107403,3.213132634708743,0.7637754490291441,12.88112275485428,8
9.224842930187734,0.41855606473279117,0.40072196763360446,4.652869761555066,0.07434394633726533,6.343946337265334,14.791928449687113,0.9952480939097856,3.216560536627347,0.7752017887578222,12.823991056210888,8
8.005041826923682,0.5219928296702261,0.34750298763740584,2.3949581730763185,0.07479952197801507,7.699880494503768,16.24970123625942,0.9927716679052222,3.2225089629122174,0.7154982074175564,12.889916346152637,8
9.070508595205677,0.3527186247670918,0.5116745939634992,2.734101719041135,0.07912135625388181,6.439321873059098,17.0,0.9955103732070553,3.1609830468264772,0.8760678126940902,12.007525311141368,8
8.163558638197504,0.4948185191661422,0.3588256170141074,2.236441361802496,0.07298790127774281,7.246975319435704,15.117438298589258,0.9934079996761929,3.2564768510423225,0.7087046297915355,12.572882723604991,8
8.221294577828965,0.4849209295150345,0.362949612702069,2.178705422171035,0.07232806196766897,7.082015491917242,14.705038729793106,0.9936397682338562,3.268848838106207,0.7062302323787586,12.45741084434207,8
9.357772933925254,0.38281513773831644,0.48925946108644774,2.7881295800468067,0.07142962155654209,6.57037844345791,15.355567665186864,0.9952601361192477,3.2142962155654207,0.7179254011752357,12.521481077827104,8
9.31972974084463,0.3267567530517899,0.543945948168926,2.5324324694821008,0.07759189222533891,6.2675675305178995,16.732432469482102,0.9959237297956781,3.166054051831074,0.8584594679808832,11.91405402441432,8
8.51341472003869,0.4684349493288195,0.42178862933849204,2.1421747466440975,0.07344410533317212,7.488821066634425,16.488821066634426,0.9935103761787398,3.205111789333656,0.7046646319990327,12.793292639980654,8
9.126645950728008,0.39111801642399746,0.5053291901456015,1.8888198357600257,0.07179937852184022,6.911180164239974,16.088819835760027,0.9947780993076528,3.2046708098543983,0.7104285622248059,12.42894413139198,8
9.203729089028569,0.3654236369904771,0.5207458178057138,2.1457636300952294,0.07411187267085706,6.654236369904771,16.34576363009523,0.9952354592615694,3.1892541821942864,0.7695256349219027,12.223389095923816,8
9.754534367572035,0.30787854150160077,0.5166680217411957,4.21813747028814,0.07724251047443972,5.606072924919961,15.424291699679845,0.996872712490096,3.1815141660064032,0.8806072924919961,12.054534367572034,8
9.123707222822764,0.3442068443483578,0.5194770593473387,2.7447414445645526,0.0792632192608607,6.368390369569648,17.0,0.9956540095016214,3.159209759239241,0.8831609630430352,11.957873258698754,8
8.23067526294836,0.36797224652967647,0.4222183130006428,1.7542460664709663,0.06642460664709662,5.169842658838654,14.62738199412899,0.9952514042827006,3.2191507867058067,0.877591127469038,11.356151661774158,8
9.080107834047453,0.4007956866381019,0.4956237234904397,1.8,0.07088064700428472,6.960215668094906,15.840862672379625,0.9946414835392287,3.215569806466713,0.69,12.468172534475926,8
9.376889858495446,0.30770338050151846,0.555377971699089,2.722966194984815,0.07930669575486334,6.077033805015184,16.922966194984816,0.996262879827073,3.154622028300911,0.9022822248465076,11.761627044012148,8
9.156306261707751,0.42483859267678953,0.39758070366160525,4.541497675275096,0.07442961717286531,6.429617172865312,14.906156230487081,0.9950981699474857,3.215703828271347,0.772346094237823,12.838269528810885,8
9.208670358266108,0.36377654724463054,0.5217340716532217,2.1622345275536947,0.07426011074798325,6.637765472446305,16.362234527553696,0.9952647774590455,3.1882659283467785,0.7733139413373498,12.210212377957044,8
8.44797297684727,0.47606981936781867,0.4130630635796359,2.1803490968390933,0.07371677926313637,7.5433558526272755,16.543355852627275,0.993386582214536,3.204566441473727,0.7063006755788183,12.826013511576365,8
9.622756859584765,0.36514954269434896,0.47821846418396813,3.803901295074935,0.07187126143264128,6.128738567358724,14.693107851038086,0.9959181795346355,3.218712614326413,0.7466319931216829,12.543563071632065,8
7.509184383045098,0.4227553149135294,0.33441691975778715,2.053353580622969,0.06762537963668067,5.2084598788935565,14.766767903114845,0.9943878242884077,3.2167492407266387,0.9321570492040897,11.369245124914006,8
